reviews,score,likes,time,app_name,year,reviews_en
Esse é o primeiro passo para a democratização dos jogos. Assinei o game pass ultimate para poder testar essa nova tecnologia e não tenho palavras para descrever a felicidade que eu fiquei em poder jogar com meus amigos do Xbox por meio do Xcloud. Não enfrentei nenhum problema de instabilidade e incompatibilidade com meu controle da concorrência. De sugestão para melhorar ainda mais esse serviço seria incrível uma versão para Smartv e além disso poder aumentar a resolução nativa.,5,80,06/10/2021,Xbox Game Pass (Beta),2021,"This is the first step towards the democratization of games. I subscribed to the ultimate game pass to be able to test this new technology and I have no words to describe how happy I was to be able to play with my Xbox friends through Xcloud. I didn't face any instability and incompatibility issues with my concurrency control. As a suggestion to further improve this service, a version for Smartv would be incredible and in addition to being able to increase the native resolution."
"Vou falar do xcloud, que foi o que fez eu ter game pass: serviço com bons jogos porém a qualidade fica meio ruim, qualidade fraca de imagem, o problema de pixel, tem que melhorar a estabilidade, e aumentar a taxa de bits para uma melhor qualidade de imagem, e também desejo suporte a teclado e mouse mesmo que no sistema Android.",3,18,03/03/2022,Xbox Game Pass (Beta),2022,"I'm going to talk about xcloud, which was what made me have game pass: service with good games but the quality is kind of bad, poor image quality, the pixel problem, you have to improve stability, and increase the bit rate to a better picture quality, and I also wish keyboard and mouse support same as on android system."
"deverás interessante mesmo sem ter Xbox apenas tenho um celular e uma TV, posso pagar e desfrutar desta maravilha, não o mesmo como ter o console mas para mim está ótimo, continuem focando na questão do custo-benefício estão ótimos, sim o trabalho de vocês está ajudando a todos até mesmo quem não tem o console.... Espero que chegue logo fortnite pelo app no navegador as vezes fica meio instável, mas tirando isso está tudo ótimo só tenho a agradecer...",5,2,18/07/2022,Xbox Game Pass (Beta),2022,"you should be interesting even without having an Xbox I only have a cell phone and a TV, I can pay and enjoy this wonder, not the same as having the console but for me it's great, keep focusing on the cost-benefit issue they are great, yes your work It's helping everyone, even those who don't have the console."
"Aplicativo está muito ruim com vários problemas. Travando encerrando sozinho. Estou desinstalando não tem condições de usar pelo fato de toda hora o app fecha e eu tenho que abrir novamente e demora muito pra carregar e abrir isso quando não fecha antes mesmo de abrir. Não sei o que acontece com os aplicativos da Microsoft, pos estão cada dia pior. Agora os jogos não aparecem impossibilitado de baixar jogos pelo app. E continua travando.",1,5,22/05/2022,Xbox Game Pass (Beta),2022,"Application is very bad with several problems. Crashing shutting down on its own. I'm uninstalling it, I can't use it because the app closes all the time and I have to open it again and it takes a long time to load and open it when it doesn't close before opening it. I don't know what happens to Microsoft applications, because they are getting worse every day. Now the games do not appear unable to download games through the app. And it keeps crashing."
"O serviço é muito bom sem filas e vc joga a vontade quando quiser , pontos fracos é o catálogo que só tem jogos de terror tem que ter mais opções de FPS futebol entre outros eTem que dar mais atenção aos jogadores de celular em fazer um plano voltado pra nós que usamos a streaming via smartphone um valor mais acessível para que todos que não tem a condição de comprar um PC ou um console da nova geração para poder jogar tbm pelo o celular .",3,0,06/04/2022,Xbox Game Pass (Beta),2022,"The service is very good, no queues and you can play whenever you want, weak points are the catalog that only has horror games, it needs to have more FPS options, football among others, and it needs to pay more attention to cell phone players in making a focused plan. for those of us who use streaming via smartphone, a more affordable price for everyone who doesn't have the conditions to buy a PC or a new generation console to be able to play on their cell phone too."
"Bom, acho que de todos os aplicativos de streming o melhor sem dúvidas está sendo o da xbox, porquê além de estar disponibilizando o próprio strem está dando o amplo catálogo de jogos para jogar, então e sim um app excelente; só não dou 5 estrelas pq tem muito no que o app melhorar como opçãos de quem quer puxar mais rede o menos rede para ser algo mais estável.",4,3,14/12/2021,Xbox Game Pass (Beta),2021,"Well, I think that of all the streming apps, the best one is without a doubt the one from the xbox, because in addition to making strem available, it also offers a wide catalog of games to play, so it's an excellent app; I just don't give it 5 stars because there's a lot that the app can improve like options for those who want to pull more network or less network to be something more stable."
"Só tenho uma observação a fazer, vocês poderiam colocar um sistema de telas simultâneas para que 2 ou 3 pessoas conseguisse jogar ao mesmo tempo utilizando o cloud game, um sistema de perfil que cada pessoa, poderia até aumentar um pouco o valor a ser cobrado pelo serviço, mas iria facilitar muito a vida de muita gente, de resto o App e serviço cloud game e simplesmente maravilhoso!.",5,4,17/08/2022,Xbox Game Pass (Beta),2022,"I just have one observation to make, you could put a system of simultaneous screens so that 2 or 3 people could play at the same time using the cloud game, a profile system that each person could even slightly increase the amount to be charged for the service, but it would make life a lot easier for many people, otherwise the App and cloud game service is simply wonderful!."
"Tenho umas coisas pra falar sobre o Xcloud 4 estrelas pq a plataforma é sensacional, não tem fila de espera, é clicar e jogar com tipo 60fps (se tiver internet boa, claro). Mas lembrando, xcloud n joga com teclado e mouse, ent pra jogar fps recomendo ter um um dualsense ksks, como n tenho, tenho um trabalhinho pra achar uma boa sensi. E infelizmente no celular, n roda em tela cheia, acho que roda em 900×800, no low, ent depende do jogo, forza fica lindo, just Cause 4 nem da pra ler as legendas",4,3,27/03/2022,Xbox Game Pass (Beta),2022,"I have a few things to say about Xcloud 4 stars because the platform is sensational, there is no queue, you just click and play with like 60fps (if you have good internet, of course). But remembering, xcloud doesn't play with keyboard and mouse, so to play fps I recommend having a dualsense ksks, as I don't have it, I have a little job to find a good sensi. And unfortunately on cell phones, it doesn't run in full screen, I think it runs at 900×800, on low, so it depends on the game, forza it looks beautiful, just Cause 4 can't even read the subtitles"
"O aplicativo já melhorou muito em questão de velocidade no feedback do toque. Porém, continua nua lento, ainda se tem um bom delay ao clicar nas coisas. Fora, o resto está ótimo.",4,1,29/11/2021,Xbox Game Pass (Beta),2021,"The app has already improved a lot in terms of speed on touch feedback. It's still slow though, you still get a nice delay when clicking on things. Outside, the rest is great."
"Eu estou em uma família pagando o game pass dividido, e diz que eu não tenho o game pass sendo que no meu Xbox one s eu posso jogar qualquer jogo do game pass por ter uma família e dividir entre nós. Espero que corrija este erro",2,3,21/11/2022,Xbox Game Pass (Beta),2022,"I'm in a family paying for the split game pass, and it says that I don't have the game pass and on my Xbox one s I can play any game on the game pass because I have a family and share it between us. I hope you fix this error"
"Muito bom mesmo! Só que as vezes fica uma lentidão no menu do app, precisa melhorar isso, mas os jogos estão ótimos! Apenas algumas falhas no áudio, mas Beta é assim mesmo, confio que será um Grande serviço de streaming de jogos! Parabéns Microsoft!!!👏👏👏",5,32,03/10/2021,Xbox Game Pass (Beta),2021,"Really good! But sometimes there is a slowdown in the app menu, it needs to be improved, but the games are great! Just a few audio glitches, but that's how Beta is, I trust it will be a great game streaming service! Congratulations Microsoft!!!👏👏👏"
"Por algum motivo eu não consigo me movimentar dentro dos jogos. O analógico e a seta funciona normal no app do gamepass, mas dentro do jogos e como se elas não funcionassem. Já testei com Minecraft mobile e funciona normal. Se alguém teve o mesmo problema é puder ajudar, já procurei na internet e não achei nada parecido.",2,48,17/05/2021,Xbox Game Pass (Beta),2021,"For some reason I can't move around in games. The analog and the arrow work normally in the gamepass app, but inside the games it's like they don't work. I've tested it with Minecraft mobile and it works fine. If anyone had the same problem is it possible to help, I've looked on the internet and I didn't find anything similar."
